Source,Target,Type,Weight
131,206,Undirected,1
131,215,Undirected,1
131,225,Undirected,1
131,227,Undirected,1
131,264,Undirected,1
131,266,Undirected,1
131,291,Undirected,1
131,297,Undirected,1
131,312,Undirected,1
131,314,Undirected,1
131,326,Undirected,1
131,379,Undirected,1
131,443,Undirected,1
132,143,Undirected,1
132,262,Undirected,1
132,288,Undirected,1
132,325,Undirected,1
132,361,Undirected,1
132,369,Undirected,1
132,395,Undirected,1
132,444,Undirected,1
132,480,Undirected,1
133,140,Undirected,1
133,153,Undirected,1
133,165,Undirected,1
133,171,Undirected,1
133,176,Undirected,1
133,179,Undirected,1
133,287,Undirected,1
133,319,Undirected,1
133,330,Undirected,1
133,331,Undirected,1
133,362,Undirected,1
133,390,Undirected,1
133,399,Undirected,1
133,402,Undirected,1
133,419,Undirected,1
133,435,Undirected,1
133,475,Undirected,1
133,486,Undirected,1
134,243,Undirected,1
134,333,Undirected,1
134,403,Undirected,1
134,407,Undirected,1
134,482,Undirected,1
135,145,Undirected,1
135,150,Undirected,1
135,283,Undirected,1
135,301,Undirected,1
135,389,Undirected,1
135,391,Undirected,1
135,401,Undirected,1
135,414,Undirected,1
135,432,Undirected,1
135,459,Undirected,1
135,484,Undirected,1
135,492,Undirected,1
136,176,Undirected,1
136,179,Undirected,1
136,203,Undirected,1
136,214,Undirected,1
136,248,Undirected,1
136,274,Undirected,1
136,286,Undirected,1
136,321,Undirected,1
136,375,Undirected,1
136,450,Undirected,1
136,464,Undirected,1
136,468,Undirected,1
137,155,Undirected,1
137,160,Undirected,1
137,168,Undirected,1
137,169,Undirected,1
137,182,Undirected,1
137,194,Undirected,1
137,225,Undirected,1
137,232,Undirected,1
137,244,Undirected,1
137,249,Undirected,1
137,267,Undirected,1
137,314,Undirected,1
137,339,Undirected,1
137,346,Undirected,1
137,348,Undirected,1
137,359,Undirected,1
137,381,Undirected,1
137,385,Undirected,1
137,410,Undirected,1
137,443,Undirected,1
137,494,Undirected,1
138,172,Undirected,1
138,186,Undirected,1
138,198,Undirected,1
138,219,Undirected,1
138,220,Undirected,1
138,222,Undirected,1
138,227,Undirected,1
138,231,Undirected,1
138,291,Undirected,1
138,362,Undirected,1
138,419,Undirected,1
138,422,Undirected,1
138,445,Undirected,1
138,457,Undirected,1
138,483,Undirected,1
139,158,Undirected,1
139,163,Undirected,1
139,175,Undirected,1
139,210,Undirected,1
139,214,Undirected,1
139,261,Undirected,1
139,274,Undirected,1
139,276,Undirected,1
139,277,Undirected,1
139,317,Undirected,1
139,321,Undirected,1
139,338,Undirected,1
139,375,Undirected,1
139,397,Undirected,1
139,417,Undirected,1
139,464,Undirected,1
139,490,Undirected,1
140,171,Undirected,1
140,176,Undirected,1
140,179,Undirected,1
140,286,Undirected,1
140,330,Undirected,1
140,390,Undirected,1
140,402,Undirected,1
140,435,Undirected,1
140,450,Undirected,1
140,464,Undirected,1
140,468,Undirected,1
140,475,Undirected,1
140,486,Undirected,1
141,173,Undirected,1
141,180,Undirected,1
141,193,Undirected,1
141,239,Undirected,1
141,254,Undirected,1
141,269,Undirected,1
141,280,Undirected,1
141,289,Undirected,1
141,336,Undirected,1
141,349,Undirected,1
141,353,Undirected,1
141,382,Undirected,1
141,418,Undirected,1
141,420,Undirected,1
141,421,Undirected,1
141,434,Undirected,1
141,447,Undirected,1
141,453,Undirected,1
142,159,Undirected,1
142,168,Undirected,1
142,182,Undirected,1
142,196,Undirected,1
142,211,Undirected,1
142,241,Undirected,1
142,242,Undirected,1
142,273,Undirected,1
142,296,Undirected,1
142,306,Undirected,1
142,334,Undirected,1
142,341,Undirected,1
142,346,Undirected,1
142,352,Undirected,1
142,410,Undirected,1
142,424,Undirected,1
142,474,Undirected,1
143,190,Undirected,1
143,288,Undirected,1
143,302,Undirected,1
143,325,Undirected,1
143,332,Undirected,1
143,340,Undirected,1
143,361,Undirected,1
143,369,Undirected,1
143,395,Undirected,1
143,433,Undirected,1
143,441,Undirected,1
143,442,Undirected,1
143,444,Undirected,1
143,480,Undirected,1
144,181,Undirected,1
144,208,Undirected,1
144,223,Undirected,1
144,251,Undirected,1
144,289,Undirected,1
144,329,Undirected,1
144,336,Undirected,1
144,341,Undirected,1
144,349,Undirected,1
144,355,Undirected,1
144,368,Undirected,1
144,383,Undirected,1
144,423,Undirected,1
144,431,Undirected,1
144,460,Undirected,1
144,461,Undirected,1
144,466,Undirected,1
144,491,Undirected,1
145,207,Undirected,1
145,213,Undirected,1
145,218,Undirected,1
145,230,Undirected,1
145,247,Undirected,1
145,342,Undirected,1
145,354,Undirected,1
145,364,Undirected,1
145,374,Undirected,1
145,380,Undirected,1
145,391,Undirected,1
145,401,Undirected,1
145,452,Undirected,1
145,469,Undirected,1
145,484,Undirected,1
145,496,Undirected,1
146,154,Undirected,1
146,164,Undirected,1
146,166,Undirected,1
146,181,Undirected,1
146,202,Undirected,1
146,223,Undirected,1
146,328,Undirected,1
146,355,Undirected,1
146,383,Undirected,1
146,423,Undirected,1
146,426,Undirected,1
146,429,Undirected,1
146,431,Undirected,1
146,440,Undirected,1
146,456,Undirected,1
146,488,Undirected,1
146,498,Undirected,1
147,219,Undirected,1
147,279,Undirected,1
147,287,Undirected,1
147,330,Undirected,1
147,344,Undirected,1
148,151,Undirected,1
148,152,Undirected,1
148,157,Undirected,1
148,167,Undirected,1
148,207,Undirected,1
148,213,Undirected,1
148,217,Undirected,1
148,256,Undirected,1
148,268,Undirected,1
148,282,Undirected,1
148,308,Undirected,1
148,310,Undirected,1
148,366,Undirected,1
148,384,Undirected,1
148,414,Undirected,1
148,469,Undirected,1
148,477,Undirected,1
148,479,Undirected,1
148,484,Undirected,1
149,157,Undirected,1
149,167,Undirected,1
149,207,Undirected,1
149,213,Undirected,1
149,230,Undirected,1
149,250,Undirected,1
149,282,Undirected,1
149,308,Undirected,1
149,310,Undirected,1
149,316,Undirected,1
149,357,Undirected,1
149,366,Undirected,1
149,384,Undirected,1
149,411,Undirected,1
149,438,Undirected,1
149,469,Undirected,1
149,477,Undirected,1
149,479,Undirected,1
149,497,Undirected,1
150,152,Undirected,1
150,256,Undirected,1
150,268,Undirected,1
150,271,Undirected,1
150,283,Undirected,1
150,301,Undirected,1
150,345,Undirected,1
150,389,Undirected,1
150,401,Undirected,1
150,408,Undirected,1
150,412,Undirected,1
150,414,Undirected,1
150,432,Undirected,1
150,459,Undirected,1
150,484,Undirected,1
150,492,Undirected,1
151,152,Undirected,1
151,207,Undirected,1
151,217,Undirected,1
151,256,Undirected,1
151,268,Undirected,1
151,282,Undirected,1
151,308,Undirected,1
151,414,Undirected,1
151,449,Undirected,1
151,477,Undirected,1
151,479,Undirected,1
151,484,Undirected,1
152,207,Undirected,1
152,217,Undirected,1
152,256,Undirected,1
152,268,Undirected,1
152,301,Undirected,1
152,389,Undirected,1
152,408,Undirected,1
152,414,Undirected,1
152,449,Undirected,1
152,484,Undirected,1
152,492,Undirected,1
153,165,Undirected,1
153,171,Undirected,1
153,244,Undirected,1
153,270,Undirected,1
153,300,Undirected,1
153,319,Undirected,1
153,331,Undirected,1
153,339,Undirected,1
153,381,Undirected,1
153,394,Undirected,1
153,399,Undirected,1
153,419,Undirected,1
153,428,Undirected,1
153,463,Undirected,1
153,470,Undirected,1
153,475,Undirected,1
153,486,Undirected,1
154,164,Undirected,1
154,212,Undirected,1
154,260,Undirected,1
154,281,Undirected,1
154,307,Undirected,1
154,315,Undirected,1
154,322,Undirected,1
154,388,Undirected,1
154,404,Undirected,1
154,415,Undirected,1
154,426,Undirected,1
154,427,Undirected,1
154,429,Undirected,1
154,431,Undirected,1
154,440,Undirected,1
154,456,Undirected,1
154,471,Undirected,1
154,488,Undirected,1
155,160,Undirected,1
155,169,Undirected,1
155,194,Undirected,1
155,215,Undirected,1
155,225,Undirected,1
155,232,Undirected,1
155,244,Undirected,1
155,249,Undirected,1
155,267,Undirected,1
155,270,Undirected,1
155,291,Undirected,1
155,314,Undirected,1
155,339,Undirected,1
155,348,Undirected,1
155,359,Undirected,1
155,381,Undirected,1
155,385,Undirected,1
155,428,Undirected,1
155,443,Undirected,1
155,494,Undirected,1
156,340,Undirected,1
156,371,Undirected,1
156,372,Undirected,1
156,451,Undirected,1
156,476,Undirected,1
156,478,Undirected,1
156,500,Undirected,1
157,167,Undirected,1
157,207,Undirected,1
157,213,Undirected,1
157,282,Undirected,1
157,308,Undirected,1
157,310,Undirected,1
157,318,Undirected,1
157,337,Undirected,1
157,366,Undirected,1
157,384,Undirected,1
157,411,Undirected,1
157,438,Undirected,1
157,469,Undirected,1
157,477,Undirected,1
157,479,Undirected,1
158,163,Undirected,1
158,203,Undirected,1
158,248,Undirected,1
158,261,Undirected,1
158,272,Undirected,1
158,274,Undirected,1
158,277,Undirected,1
158,317,Undirected,1
158,375,Undirected,1
158,397,Undirected,1
158,454,Undirected,1
158,476,Undirected,1
158,478,Undirected,1
159,192,Undirected,1
159,196,Undirected,1
159,211,Undirected,1
159,241,Undirected,1
159,273,Undirected,1
159,352,Undirected,1
159,358,Undirected,1
159,388,Undirected,1
159,404,Undirected,1
159,474,Undirected,1
160,168,Undirected,1
160,169,Undirected,1
160,194,Undirected,1
160,197,Undirected,1
160,215,Undirected,1
160,225,Undirected,1
160,232,Undirected,1
160,267,Undirected,1
160,314,Undirected,1
160,324,Undirected,1
160,339,Undirected,1
160,346,Undirected,1
160,348,Undirected,1
160,359,Undirected,1
160,381,Undirected,1
160,385,Undirected,1
160,410,Undirected,1
160,443,Undirected,1
160,494,Undirected,1
161,191,Undirected,1
161,213,Undirected,1
161,218,Undirected,1
161,229,Undirected,1
161,230,Undirected,1
161,250,Undirected,1
161,254,Undirected,1
161,255,Undirected,1
161,294,Undirected,1
161,304,Undirected,1
161,310,Undirected,1
161,316,Undirected,1
161,342,Undirected,1
161,354,Undirected,1
161,357,Undirected,1
161,374,Undirected,1
161,382,Undirected,1
161,411,Undirected,1
161,452,Undirected,1
161,469,Undirected,1
161,497,Undirected,1
162,206,Undirected,1
162,221,Undirected,1
162,235,Undirected,1
162,292,Undirected,1
162,312,Undirected,1
162,326,Undirected,1
162,379,Undirected,1
162,439,Undirected,1
163,175,Undirected,1
163,210,Undirected,1
163,214,Undirected,1
163,257,Undirected,1
163,261,Undirected,1
163,274,Undirected,1
163,276,Undirected,1
163,277,Undirected,1
163,317,Undirected,1
163,321,Undirected,1
163,338,Undirected,1
163,375,Undirected,1
163,394,Undirected,1
163,397,Undirected,1
163,417,Undirected,1
163,470,Undirected,1
163,490,Undirected,1
164,166,Undirected,1
164,181,Undirected,1
164,202,Undirected,1
164,223,Undirected,1
164,307,Undirected,1
164,323,Undirected,1
164,328,Undirected,1
164,355,Undirected,1
164,365,Undirected,1
164,368,Undirected,1
164,383,Undirected,1
164,423,Undirected,1
164,426,Undirected,1
164,429,Undirected,1
164,431,Undirected,1
164,440,Undirected,1
164,456,Undirected,1
164,466,Undirected,1
164,488,Undirected,1
164,498,Undirected,1
165,186,Undirected,1
165,270,Undirected,1
165,300,Undirected,1
165,319,Undirected,1
165,331,Undirected,1
165,339,Undirected,1
165,362,Undirected,1
165,381,Undirected,1
165,399,Undirected,1
165,419,Undirected,1
165,428,Undirected,1
165,475,Undirected,1
165,486,Undirected,1
166,181,Undirected,1
166,202,Undirected,1
166,246,Undirected,1
166,307,Undirected,1
166,323,Undirected,1
166,328,Undirected,1
166,383,Undirected,1
166,429,Undirected,1
166,431,Undirected,1
166,456,Undirected,1
166,488,Undirected,1
166,498,Undirected,1
167,213,Undirected,1
167,217,Undirected,1
167,282,Undirected,1
167,308,Undirected,1
167,310,Undirected,1
167,318,Undirected,1
167,337,Undirected,1
167,366,Undirected,1
167,384,Undirected,1
167,411,Undirected,1
167,438,Undirected,1
167,461,Undirected,1
167,469,Undirected,1
167,477,Undirected,1
167,479,Undirected,1
168,177,Undirected,1
168,182,Undirected,1
168,194,Undirected,1
168,211,Undirected,1
168,241,Undirected,1
168,242,Undirected,1
168,267,Undirected,1
168,296,Undirected,1
168,305,Undirected,1
168,306,Undirected,1
168,324,Undirected,1
168,334,Undirected,1
168,346,Undirected,1
168,352,Undirected,1
168,359,Undirected,1
168,385,Undirected,1
168,410,Undirected,1
168,474,Undirected,1
168,494,Undirected,1
169,188,Undirected,1
169,194,Undirected,1
169,232,Undirected,1
169,244,Undirected,1
169,249,Undirected,1
169,253,Undirected,1
169,267,Undirected,1
169,295,Undirected,1
169,339,Undirected,1
169,348,Undirected,1
169,381,Undirected,1
169,385,Undirected,1
169,443,Undirected,1
169,473,Undirected,1
169,489,Undirected,1
169,493,Undirected,1
169,494,Undirected,1
170,178,Undirected,1
170,189,Undirected,1
170,229,Undirected,1
170,237,Undirected,1
170,298,Undirected,1
170,303,Undirected,1
170,335,Undirected,1
170,363,Undirected,1
170,380,Undirected,1
170,386,Undirected,1
170,387,Undirected,1
170,396,Undirected,1
170,425,Undirected,1
170,448,Undirected,1
170,472,Undirected,1
170,487,Undirected,1
171,176,Undirected,1
171,179,Undirected,1
171,214,Undirected,1
171,286,Undirected,1
171,319,Undirected,1
171,321,Undirected,1
171,330,Undirected,1
171,331,Undirected,1
171,338,Undirected,1
171,390,Undirected,1
171,399,Undirected,1
171,402,Undirected,1
171,435,Undirected,1
171,450,Undirected,1
171,464,Undirected,1
171,468,Undirected,1
171,475,Undirected,1
171,486,Undirected,1
172,198,Undirected,1
172,199,Undirected,1
172,219,Undirected,1
172,220,Undirected,1
172,222,Undirected,1
172,227,Undirected,1
172,231,Undirected,1
172,326,Undirected,1
172,367,Undirected,1
172,379,Undirected,1
172,422,Undirected,1
172,445,Undirected,1
172,457,Undirected,1
172,483,Undirected,1
173,191,Undirected,1
173,193,Undirected,1
173,239,Undirected,1
173,252,Undirected,1
173,254,Undirected,1
173,280,Undirected,1
173,320,Undirected,1
173,382,Undirected,1
173,392,Undirected,1
173,418,Undirected,1
173,420,Undirected,1
173,421,Undirected,1
173,447,Undirected,1
174,188,Undirected,1
174,295,Undirected,1
174,296,Undirected,1
174,308,Undirected,1
174,318,Undirected,1
174,334,Undirected,1
174,337,Undirected,1
174,376,Undirected,1
174,384,Undirected,1
174,393,Undirected,1
174,424,Undirected,1
174,438,Undirected,1
174,461,Undirected,1
174,477,Undirected,1
174,489,Undirected,1
174,493,Undirected,1
175,210,Undirected,1
175,257,Undirected,1
175,259,Undirected,1
175,261,Undirected,1
175,276,Undirected,1
175,277,Undirected,1
175,284,Undirected,1
175,317,Undirected,1
175,345,Undirected,1
175,373,Undirected,1
175,397,Undirected,1
175,406,Undirected,1
175,408,Undirected,1
175,417,Undirected,1
175,455,Undirected,1
175,490,Undirected,1
176,179,Undirected,1
176,214,Undirected,1
176,248,Undirected,1
176,286,Undirected,1
176,321,Undirected,1
176,338,Undirected,1
176,375,Undirected,1
176,390,Undirected,1
176,402,Undirected,1
176,435,Undirected,1
176,450,Undirected,1
176,464,Undirected,1
176,468,Undirected,1
176,475,Undirected,1
176,486,Undirected,1
177,185,Undirected,1
177,187,Undirected,1
177,194,Undirected,1
177,197,Undirected,1
177,209,Undirected,1
177,245,Undirected,1
177,264,Undirected,1
177,267,Undirected,1
177,297,Undirected,1
177,305,Undirected,1
177,306,Undirected,1
177,324,Undirected,1
177,343,Undirected,1
177,346,Undirected,1
177,359,Undirected,1
177,398,Undirected,1
177,410,Undirected,1
177,499,Undirected,1
178,189,Undirected,1
178,229,Undirected,1
178,247,Undirected,1
178,298,Undirected,1
178,303,Undirected,1
178,335,Undirected,1
178,342,Undirected,1
178,354,Undirected,1
178,363,Undirected,1
178,364,Undirected,1
178,380,Undirected,1
178,386,Undirected,1
178,387,Undirected,1
178,396,Undirected,1
178,425,Undirected,1
178,448,Undirected,1
178,472,Undirected,1
178,487,Undirected,1
178,496,Undirected,1
179,214,Undirected,1
179,286,Undirected,1
179,321,Undirected,1
179,330,Undirected,1
179,338,Undirected,1
179,390,Undirected,1
179,402,Undirected,1
179,435,Undirected,1
179,450,Undirected,1
179,464,Undirected,1
179,468,Undirected,1
179,475,Undirected,1
179,486,Undirected,1
180,195,Undirected,1
180,239,Undirected,1
180,246,Undirected,1
180,269,Undirected,1
180,280,Undirected,1
180,311,Undirected,1
180,323,Undirected,1
180,336,Undirected,1
180,349,Undirected,1
180,353,Undirected,1
180,365,Undirected,1
180,368,Undirected,1
180,378,Undirected,1
180,418,Undirected,1
180,420,Undirected,1
180,421,Undirected,1
180,434,Undirected,1
180,447,Undirected,1
180,453,Undirected,1
180,466,Undirected,1
181,202,Undirected,1
181,223,Undirected,1
181,246,Undirected,1
181,323,Undirected,1
181,328,Undirected,1
181,355,Undirected,1
181,365,Undirected,1
181,368,Undirected,1
181,383,Undirected,1
181,423,Undirected,1
181,426,Undirected,1
181,429,Undirected,1
181,431,Undirected,1
181,440,Undirected,1
181,456,Undirected,1
181,466,Undirected,1
181,488,Undirected,1
181,498,Undirected,1
182,194,Undirected,1
182,211,Undirected,1
182,241,Undirected,1
182,242,Undirected,1
182,267,Undirected,1
182,273,Undirected,1
182,296,Undirected,1
182,306,Undirected,1
182,334,Undirected,1
182,346,Undirected,1
182,352,Undirected,1
182,359,Undirected,1
182,376,Undirected,1
182,385,Undirected,1
182,410,Undirected,1
182,424,Undirected,1
182,474,Undirected,1
182,494,Undirected,1
183,200,Undirected,1
183,224,Undirected,1
183,233,Undirected,1
183,360,Undirected,1
183,413,Undirected,1
183,446,Undirected,1
183,458,Undirected,1
184,189,Undirected,1
184,191,Undirected,1
184,226,Undirected,1
184,229,Undirected,1
184,234,Undirected,1
184,237,Undirected,1
184,255,Undirected,1
184,258,Undirected,1
184,278,Undirected,1
184,290,Undirected,1
184,294,Undirected,1
184,304,Undirected,1
184,351,Undirected,1
184,400,Undirected,1
184,405,Undirected,1
184,472,Undirected,1
184,487,Undirected,1
184,495,Undirected,1
185,187,Undirected,1
185,197,Undirected,1
185,206,Undirected,1
185,215,Undirected,1
185,221,Undirected,1
185,225,Undirected,1
185,245,Undirected,1
185,264,Undirected,1
185,266,Undirected,1
185,297,Undirected,1
185,305,Undirected,1
185,312,Undirected,1
185,324,Undirected,1
185,398,Undirected,1
185,499,Undirected,1
186,198,Undirected,1
186,215,Undirected,1
186,227,Undirected,1
186,270,Undirected,1
186,291,Undirected,1
186,331,Undirected,1
186,362,Undirected,1
186,381,Undirected,1
186,419,Undirected,1
186,422,Undirected,1
186,428,Undirected,1
186,443,Undirected,1
186,445,Undirected,1
187,197,Undirected,1
187,209,Undirected,1
187,211,Undirected,1
187,240,Undirected,1
187,245,Undirected,1
187,264,Undirected,1
187,297,Undirected,1
187,305,Undirected,1
187,306,Undirected,1
187,324,Undirected,1
187,343,Undirected,1
187,359,Undirected,1
187,398,Undirected,1
187,410,Undirected,1
187,499,Undirected,1
188,217,Undirected,1
188,249,Undirected,1
188,253,Undirected,1
188,295,Undirected,1
188,385,Undirected,1
188,393,Undirected,1
188,473,Undirected,1
188,489,Undirected,1
188,493,Undirected,1
189,229,Undirected,1
189,234,Undirected,1
189,237,Undirected,1
189,298,Undirected,1
189,303,Undirected,1
189,335,Undirected,1
189,351,Undirected,1
189,363,Undirected,1
189,386,Undirected,1
189,396,Undirected,1
189,472,Undirected,1
189,487,Undirected,1
190,204,Undirected,1
190,205,Undirected,1
190,259,Undirected,1
190,271,Undirected,1
190,284,Undirected,1
190,288,Undirected,1
190,302,Undirected,1
190,332,Undirected,1
190,340,Undirected,1
190,361,Undirected,1
190,369,Undirected,1
190,373,Undirected,1
190,412,Undirected,1
190,433,Undirected,1
190,441,Undirected,1
190,442,Undirected,1
190,444,Undirected,1
190,480,Undirected,1
190,485,Undirected,1
191,226,Undirected,1
191,252,Undirected,1
191,254,Undirected,1
191,290,Undirected,1
191,294,Undirected,1
191,304,Undirected,1
191,320,Undirected,1
191,351,Undirected,1
191,382,Undirected,1
191,392,Undirected,1
191,400,Undirected,1
191,495,Undirected,1
191,497,Undirected,1
192,212,Undirected,1
192,236,Undirected,1
192,238,Undirected,1
192,263,Undirected,1
192,265,Undirected,1
192,309,Undirected,1
192,315,Undirected,1
192,322,Undirected,1
192,347,Undirected,1
192,358,Undirected,1
192,388,Undirected,1
192,404,Undirected,1
192,409,Undirected,1
192,427,Undirected,1
192,437,Undirected,1
192,471,Undirected,1
192,474,Undirected,1
193,208,Undirected,1
193,239,Undirected,1
193,269,Undirected,1
193,289,Undirected,1
193,329,Undirected,1
193,336,Undirected,1
193,349,Undirected,1
193,382,Undirected,1
193,418,Undirected,1
193,420,Undirected,1
193,421,Undirected,1
193,434,Undirected,1
193,447,Undirected,1
193,460,Undirected,1
194,197,Undirected,1
194,211,Undirected,1
194,232,Undirected,1
194,242,Undirected,1
194,267,Undirected,1
194,305,Undirected,1
194,306,Undirected,1
194,324,Undirected,1
194,346,Undirected,1
194,359,Undirected,1
194,385,Undirected,1
194,410,Undirected,1
194,494,Undirected,1
195,246,Undirected,1
195,269,Undirected,1
195,280,Undirected,1
195,311,Undirected,1
195,323,Undirected,1
195,353,Undirected,1
195,365,Undirected,1
195,368,Undirected,1
195,378,Undirected,1
195,420,Undirected,1
195,421,Undirected,1
195,434,Undirected,1
195,447,Undirected,1
195,453,Undirected,1
195,466,Undirected,1
196,211,Undirected,1
196,223,Undirected,1
196,241,Undirected,1
196,273,Undirected,1
196,296,Undirected,1
196,334,Undirected,1
196,341,Undirected,1
196,352,Undirected,1
196,388,Undirected,1
196,423,Undirected,1
196,440,Undirected,1
196,474,Undirected,1
197,215,Undirected,1
197,225,Undirected,1
197,245,Undirected,1
197,264,Undirected,1
197,266,Undirected,1
197,267,Undirected,1
197,291,Undirected,1
197,297,Undirected,1
197,305,Undirected,1
197,312,Undirected,1
197,314,Undirected,1
197,324,Undirected,1
197,346,Undirected,1
197,359,Undirected,1
197,443,Undirected,1
198,219,Undirected,1
198,220,Undirected,1
198,222,Undirected,1
198,227,Undirected,1
198,231,Undirected,1
198,279,Undirected,1
198,362,Undirected,1
198,419,Undirected,1
198,422,Undirected,1
198,445,Undirected,1
198,457,Undirected,1
198,483,Undirected,1
199,219,Undirected,1
199,220,Undirected,1
199,222,Undirected,1
199,231,Undirected,1
199,235,Undirected,1
199,367,Undirected,1
199,403,Undirected,1
199,407,Undirected,1
199,445,Undirected,1
199,457,Undirected,1
199,482,Undirected,1
199,483,Undirected,1
200,224,Undirected,1
200,233,Undirected,1
200,347,Undirected,1
200,360,Undirected,1
200,413,Undirected,1
200,446,Undirected,1
200,458,Undirected,1
200,471,Undirected,1
201,210,Undirected,1
201,244,Undirected,1
201,249,Undirected,1
201,253,Undirected,1
201,276,Undirected,1
201,293,Undirected,1
201,300,Undirected,1
201,356,Undirected,1
201,377,Undirected,1
201,394,Undirected,1
201,406,Undirected,1
201,417,Undirected,1
201,449,Undirected,1
201,463,Undirected,1
201,470,Undirected,1
201,473,Undirected,1
201,490,Undirected,1
202,246,Undirected,1
202,307,Undirected,1
202,323,Undirected,1
202,328,Undirected,1
202,365,Undirected,1
202,368,Undirected,1
202,383,Undirected,1
202,429,Undirected,1
202,431,Undirected,1
202,456,Undirected,1
202,466,Undirected,1
202,488,Undirected,1
202,498,Undirected,1
203,248,Undirected,1
203,272,Undirected,1
203,274,Undirected,1
203,454,Undirected,1
203,476,Undirected,1
203,478,Undirected,1
204,259,Undirected,1
204,261,Undirected,1
204,272,Undirected,1
204,288,Undirected,1
204,340,Undirected,1
204,369,Undirected,1
204,371,Undirected,1
204,372,Undirected,1
204,373,Undirected,1
204,433,Undirected,1
204,454,Undirected,1
204,476,Undirected,1
204,480,Undirected,1
204,500,Undirected,1
205,271,Undirected,1
205,283,Undirected,1
205,284,Undirected,1
205,301,Undirected,1
205,302,Undirected,1
205,332,Undirected,1
205,345,Undirected,1
205,373,Undirected,1
205,389,Undirected,1
205,408,Undirected,1
205,412,Undirected,1
205,432,Undirected,1
205,433,Undirected,1
205,441,Undirected,1
205,442,Undirected,1
205,459,Undirected,1
205,462,Undirected,1
205,485,Undirected,1
206,215,Undirected,1
206,220,Undirected,1
206,221,Undirected,1
206,227,Undirected,1
206,231,Undirected,1
206,235,Undirected,1
206,266,Undirected,1
206,292,Undirected,1
206,312,Undirected,1
206,326,Undirected,1
206,379,Undirected,1
206,439,Undirected,1
206,483,Undirected,1
207,213,Undirected,1
207,230,Undirected,1
207,256,Undirected,1
207,268,Undirected,1
207,282,Undirected,1
207,310,Undirected,1
207,366,Undirected,1
207,374,Undirected,1
207,411,Undirected,1
207,414,Undirected,1
207,469,Undirected,1
207,479,Undirected,1
207,484,Undirected,1
208,223,Undirected,1
208,251,Undirected,1
208,289,Undirected,1
208,329,Undirected,1
208,336,Undirected,1
208,337,Undirected,1
208,341,Undirected,1
208,349,Undirected,1
208,383,Undirected,1
208,460,Undirected,1
208,461,Undirected,1
208,491,Undirected,1
209,240,Undirected,1
209,245,Undirected,1
209,264,Undirected,1
209,297,Undirected,1
209,305,Undirected,1
209,324,Undirected,1
209,343,Undirected,1
209,398,Undirected,1
209,499,Undirected,1
210,276,Undirected,1
210,277,Undirected,1
210,293,Undirected,1
210,300,Undirected,1
210,317,Undirected,1
210,338,Undirected,1
210,356,Undirected,1
210,375,Undirected,1
210,377,Undirected,1
210,394,Undirected,1
210,397,Undirected,1
210,406,Undirected,1
210,417,Undirected,1
210,455,Undirected,1
210,463,Undirected,1
210,470,Undirected,1
210,490,Undirected,1
211,241,Undirected,1
211,242,Undirected,1
211,273,Undirected,1
211,296,Undirected,1
211,305,Undirected,1
211,306,Undirected,1
211,324,Undirected,1
211,334,Undirected,1
211,346,Undirected,1
211,352,Undirected,1
211,410,Undirected,1
211,474,Undirected,1
212,233,Undirected,1
212,260,Undirected,1
212,263,Undirected,1
212,281,Undirected,1
212,299,Undirected,1
212,309,Undirected,1
212,315,Undirected,1
212,322,Undirected,1
212,347,Undirected,1
212,358,Undirected,1
212,388,Undirected,1
212,404,Undirected,1
212,413,Undirected,1
212,415,Undirected,1
212,427,Undirected,1
212,446,Undirected,1
212,471,Undirected,1
213,218,Undirected,1
213,230,Undirected,1
213,250,Undirected,1
213,282,Undirected,1
213,310,Undirected,1
213,316,Undirected,1
213,357,Undirected,1
213,366,Undirected,1
213,374,Undirected,1
213,411,Undirected,1
213,452,Undirected,1
213,469,Undirected,1
213,479,Undirected,1
213,484,Undirected,1
213,497,Undirected,1
214,248,Undirected,1
214,274,Undirected,1
214,286,Undirected,1
214,321,Undirected,1
214,338,Undirected,1
214,375,Undirected,1
214,450,Undirected,1
214,464,Undirected,1
214,468,Undirected,1
215,225,Undirected,1
215,227,Undirected,1
215,266,Undirected,1
215,291,Undirected,1
215,314,Undirected,1
215,326,Undirected,1
215,381,Undirected,1
215,422,Undirected,1
215,443,Undirected,1
216,226,Undirected,1
216,228,Undirected,1
216,285,Undirected,1
216,320,Undirected,1
216,327,Undirected,1
216,400,Undirected,1
216,481,Undirected,1
216,495,Undirected,1
217,253,Undirected,1
217,256,Undirected,1
217,268,Undirected,1
217,282,Undirected,1
217,295,Undirected,1
217,308,Undirected,1
217,356,Undirected,1
217,384,Undirected,1
217,449,Undirected,1
217,473,Undirected,1
217,477,Undirected,1
217,479,Undirected,1
217,484,Undirected,1
217,489,Undirected,1
217,493,Undirected,1
218,229,Undirected,1
218,230,Undirected,1
218,247,Undirected,1
218,250,Undirected,1
218,255,Undirected,1
218,294,Undirected,1
218,304,Undirected,1
218,316,Undirected,1
218,342,Undirected,1
218,351,Undirected,1
218,354,Undirected,1
218,357,Undirected,1
218,364,Undirected,1
218,374,Undirected,1
218,380,Undirected,1
218,386,Undirected,1
218,391,Undirected,1
218,452,Undirected,1
218,472,Undirected,1
218,497,Undirected,1
219,222,Undirected,1
219,231,Undirected,1
219,279,Undirected,1
